CreationFinishDate,Artist,MediumMaterial,MediumDetail,Facility,CreditLine,AccessionNumber,DisplayTitle,DisplayDimensions,Media&Support,CurrentLocation,LocationDescription,StreetAddress,StreetAddress2,DistrictName,GeocodingSource,GeocodingAccuracy,GeocodingAccuracyType,Latitude,Longitude,point,SFFindNeighborhoods,CurrentPoliceDistricts,CurrentSupervisorDistricts,AnalysisNeighborhoods
1935,"Bufano, Beniamino",Granite,Granite,Valencia Gardens Apartments,Collection of the City and County of San Francisco; Completed for the City of San Francisco under the Works Progress Administration,1942.11,Cat,29  x 34 1/2  x 65 in.,Granite,Public Display,,390 Valencia St.,,District 8,Department Data,,,37.766672,-122.422255,POINT (-122.422255 37.766672),37,3,5,20
1878,"Dore, Paul Gustave",Bronze,Bronze,Golden Gate Park,Collection of the City and County of San Francisco; Gift of M. H. de Young,1894.1,La poeme de la vigne,186  x 72  x 74 in.,Bronze on concrete,Public Display,Southeast Of De Young Museum,Hagiwara Tea Garden Drive,,District 1,Department Data,,,37.7703537,-122.4666711,POINT (-122.4666711 37.7703537),9,8,4,12
2008,"Smith, Owen","Ceramic Tile, Glass, Concrete",Ceramic tile mosaic and glass; fiber reinforced concrete,Laguna Honda Hospital,Collection of the City and County of San Francisco,2011.30.a-n,The Four Elements,,Ceramic tile mosaic and glass; fiber reinforced concrete,City Agency,North And South Residence L5,"North and South Residence, San Francisco, CA",,District 7,,,,,,,,,,
1941,"Patigian, Haig",Bronze,Bronze,Marina Green Drive,Collection of the City and County of San Francisco; Gift of Major Edward Bowos,1940.8,William C. Ralston (1826-1875) Monument,168 x 108 x 72 in.,Bronze on granite,Public Display,,between Fillmore and Avila St.,,District 2,Department Data,,,37.8066235,-122.4391137,POINT (-122.4391137 37.8066235),17,4,6,13
1987,"Kogure, Kimiko",Glass,Stained glass,Trocadero Clubhouse,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Stern Grove Historic Renovation,1987.44.q,Stern Grove Trocadero Clubhouse [double door window],35 x 16 1/2 in.,Stained glass on wood,Public Display,Stern Grove Entry Rd.,"Stern Grove, San Francisco, CA",,District 4,,,,,,,,,,
2005,Wang Po Shu,"Steel, mirror, Glass","Stainless steel, mirror and glass lenses",Octavia Blvd.,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Octavia Boulevard Streetscape Project,2007.32.9,Ghinlon/Transcope,58 x 8 x 4 1/2 in.,"Stainless steel, mirror and glass lenses",Public Display,At Fell St. Se Corner,"at Fell St., San Francisco, CA",,District 5,,,,,,,,,,
2005,"Saulls, Vicki",Concrete,cast concrete,Eureka Valley Recreation Center,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Eureka Valley Recreation Center,2006.4.d,Welcome Hands,15 1/2 x 15 1/2 x 1 in.,cast concrete on concrete,Public Display,External Columns,"100 Collingwood St, San Francisco, CA 94114",,District 8,Automation,1,parcel,37.76048,-122.436243,POINT (-122.436243 37.76048),38,3,5,5
1988,"Anderson, Lois","Tile, Glass, Metal, Buttons, Jewelry, Wood","Tiles, glass, metal, buttons, jewelry on fiber-glassed plywood",Douglass Playground Fieldhouse,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Douglass Playground Fieldhouse,1988.3,Outdoor Wall Mosaic,36 1/2 x 32 x 2 1/2 in.,"Tiles, glass, metal, buttons, jewelry on fiber-glassed plywood",Public Display,Building Exterior,Douglass and 26th St.,,District 8,Department Data,,,37.7472782,-122.4389328,POINT (-122.4389328 37.7472782),57,3,5,22
1935,"Moya del Pino, Jose",Fresco,fresco,African American Art and Culture Complex,Collection of the City and County of San Francisco,1973.26.c,Murals for the Acme Beer Company (Making and Bottling Beer),90 x 312 in.,fresco,Public Display,3Rd Floor,"726 Fulton St, San Francisco, CA 94102",,District 5,Automation,1,range_interpolation,37.778229,-122.428493,POINT (-122.428493 37.778229),97,4,11,39
2012,"Suárez-Wolfe, Primitivo",Bronze,Bronze,,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Church and Duboce Streetscape Improvement Project,2013.5.a-i,Domestic Seating,Dimensions variable,Bronze,Public Display,South And North Sides Of Duboce St.,Duboce at Church St.,,District 8,Department Data,,,37.769427,-122.429589,POINT (-122.429589 37.769427),28,7,5,5
2002,"Fischer, R. M.","Steel, Plastic, Aluminum","stainless steel, polycarbonate, aluminum",Union Square,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Union Square,2003.1.1-4,Union Square Colonnade,"Four columns with light fixtures, each 1-2 stories h","stainless steel, polycarbonate, aluminum on granite",Public Display,South Side,333 Post St.,,District 3,Department Data,,,37.787759,-122.407479,POINT (-122.407479 37.787759),19,6,3,8
1904,"Cummings, M. Earl",Bronze,Bronze,Washington Square,Collection of the City and County of San Francisco; Gift of the sculptor to the City of San Francisco,1905.1,Man Drinking Water,36 x 24 x 15 in.,Bronze on Rock,Public Display,Marini Plaza Columbus Avenue At Powell And Union St,"Filbert, Stockton, Union and Powell St.",,District 3,Department Data,,,37.8008791,-122.4109539,POINT (-122.4109539 37.8008791),106,6,3,23
2016,Wowhaus,Ceramic Tile,Ceramic enamel tile,Unity Plaza,Commissioned by the San Francisco Arts Commission,,Ocean Avenue History Project [Unity Plaza],,Ceramic enamel tile,Public Display,,1100 Ocean Ave,,District 7,Department Data,,,37.7244077,"-122.4557178,925",,,,,
2015,"Otterness, Tom",Bronze,Bronze,San Francisco General Hospital,Collection of the City and County of San Francisco,2016.12.a-h,Mother with Children with Hearts,,Bronze,City Agency,Acute Care Unit Pedestrian Walkway Portrero Entrance,1001 Portrero Avenue,,District 10,Department Data,,,37.755652,-122.4053538,POINT (-122.4053538 37.755652),54,3,9,20
1987,"Kogure, Kimiko",Glass,Stained glass,Trocadero Clubhouse,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Stern Grove Historic Renovation,1987.44.v,Stern Grove Trocadero Clubhouse [second floor window],45 x 20 in.,Stained glass on wood,Public Display,Stern Grove Entry Rd.,"Stern Grove, San Francisco, CA",,District 4,,,,,,,,,,
2006,"Margrill, Anita and Nagasawa, Nobuho",Steel,Stainless steel,3rd Street Light Rail,Collection of the City and County of San Francisco; Commissioned by the San Franciso Arts Commission for the Third Street Light Rail Project,2007.24,Untitled (Pole-mounted sculpture),300 x 24 x 24 in.,Stainless steel on painted steel,Public Display,3Rd St. And Williams Ave.,"3rd St and Williams Ave, San Francisco, CA 94124",,District 10,Automation,0.92,intersection,37.729278,-122.392625,POINT (-122.392625 37.729278),86,2,9,1
2012,"Crutcher, Colette","Ceramic Tile, Crockery, Glass, mirror, Grout, Cement","Ceramic tile, crockery, glass, recycled mirrors, grout and cement board",Betty Ann Ong Chinese Recreation Center,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Betty Ann Ong Chinese Recreation Center,2012.1.a-c,Plaything of the Wind,Varies,"Ceramic tile, crockery, glass, recycled mirrors, grout and cement board",Public Display,Playground Exterior South Wall,1199 Mason St.,,District 3,Department Data,,,37.7942364,-122.4116283,POINT (-122.4116283 37.7942364),16,6,3,21
2005,"Blackstone, Amy","Steel, plastic, Lighting","Steel, fiberglass , lighting",Helen Wills Playground,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Helen Wills Playground,2005.7.a,"Earth, Fire, and Water",144 x 36 x 36 in.,"Steel, fiberglass , lighting",Public Display,Roof Deck Of Clubhouse,"Broadway and Larkin St, San Francisco, CA 94109",,District 3,Automation,1,intersection,37.796095,-122.42011,POINT (-122.42011 37.796095),105,6,3,32
2002,Jon Rubin and Harrell Fletcher,Porcelain Enamel,Porcelain enamel,North Beach Garage,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the North Beach Parking Garage,2002.2.1.a,Photos of People from the Neighborhood Enlarged and Attached to the Building,24 x 24 in.,Porcelain enamel on steel,Public Display,Building Facade,"735 Vallejo St, San Francisco, CA 94133",,District 3,Automation,1,parcel,37.798376,-122.409541,POINT (-122.409541 37.798376),106,6,3,6
2015,"Nagase, Masayuki",Granite,Granite,San Francisco General Hospital,Collection of the City and County of San Francisco,2016.11.c.1,Breath Between Sky and Ocean [Paver],48 x 28 x 2 in.,Granite,City Agency,Acute Care Unit Roof Garden,1001 Portrero Avenue,,District 10,Department Data,,,37.755652,-122.4053538,POINT (-122.4053538 37.755652),54,3,9,20
2014,"Schnell, Jovi",Painted mural,Painted mural,SOMA West Skatepark,Commissioned by the San Francisco Arts Commission,,There Slipped Saturn a Perpetual Tock - a.k.a. The Saturn Clock,"Variable: Scale of the entire mural is approximated at 6,069 square ft. on 6 freeway columns",Painted mural on concrete,Public Display,Btwn 13/15th Streets,"Mission St, San Francisco, CA 94110",,District 6,Automation,1,street_center,37.742442,-122.422042,POINT (-122.422042 37.742442),83,9,2,2
1985,"Brown, Joan",Bronze,Bronze,Performing Arts Garage,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Performing Arts Garage,1985.32.a-c,The Dancing Musicians,"larger figures: 1 1/2 stories h x 7' w each; smaller figure: 1 story h x 20"" w",Bronze on concrete,Public Display,Exterior Facade,"360 Grove St, San Francisco, CA 94102",,District 6,Automation,1,parcel,37.77818,-122.422523,POINT (-122.422523 37.77818),21,4,11,9
1987,"Kogure, Kimiko",Glass,Stained glass,Trocadero Clubhouse,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Stern Grove Historic Renovation,1987.44.e,Stern Grove Trocadero Clubhouse [first floor window],40 x 30 in.,Stained glass on wood,Public Display,Stern Grove Entry Rd.,"Stern Grove, San Francisco, CA",,District 4,,,,,,,,,,
1975,"Halprin, Lawrence",Granite,Granite,Civic Center United Nations Plaza,Collection of the City and County of San Francisco; Purchased by the San Francisco Art Commission for the United Nations Plaza,1975.29,United Nations Plaza Fountain,165' length,Granite,Public Display,,"Leavenworth St and Market St, San Francisco, CA 94102",,District 6,Automation,0.98,intersection,37.779992,-122.413487,POINT (-122.413487 37.779992),21,5,10,36
2015,"Otterness, Tom",Bronze,Bronze,San Francisco General Hospital,Collection of the City and County of San Francisco,2016.12.g,"Mother with Children with Hearts [Heart Figures Couple, Dr. and Patient with Crutch]",24 x 48 x 20 in.,Bronze,City Agency,Acute Care Unit Pedestrian Walkway Portrero Entrance,1001 Portrero Avenue,,District 10,Department Data,,,37.755652,-122.4053538,POINT (-122.4053538 37.755652),54,3,9,20
1905,"Cummings, M. Earl",Bronze,Bronze,Golden Gate Park,Collection of the City and County of San Francisco; Gift of the National Society of Colonial Dames in California,1907.1,Sun Dial,84  x 32  x 32 in.,Bronze on granite,Public Display,Southeast Of De Young Museum,Hagiwara Tea Garden Drive,,District 1,Department Data,,,37.7703537,-122.4666711,POINT (-122.4666711 37.7703537),9,8,4,12
1960,Anonymous,"Granite, Bronze",Granite with bronze plaque,Lincoln Park,"Collection of the City and County of San Francisco; Gift of San Francisco's Sister City Osaka, Japan",1960.23,Kanrin Maru Monument,96 x 110 x 36 in.,Granite with bronze plaque on stone,Public Display,,"34th Ave and El Camino Del Mar, San Francisco, CA 94121",,District 1,Automation,1,intersection,37.785668,-122.500376,POINT (-122.500376 37.785668),7,8,4,17
1987,"Kogure, Kimiko",Glass,Stained glass,Trocadero Clubhouse,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Stern Grove Historic Renovation,1987.44.g,Stern Grove Trocadero Clubhouse [first floor window],40 x 30 in.,Stained glass on wood,Public Display,Stern Grove Entry Rd.,"Stern Grove, San Francisco, CA",,District 4,,,,,,,,,,
1982,"Segal, George",Bronze,Cast and painted bronze,Lincoln Park,Collection of the City and County of San Francisco; Commissioned by the Mayor's Committee for a Memorial to the Six Million Victims of the Holocaust,1984.74.b,The Holocaust (figures on ground),14 x 144 x 204 in.,Cast and painted bronze on concrete,Public Display,,"34th Ave and El Camino Del Mar, San Francisco, CA 94121",,District 1,Automation,1,intersection,37.785668,-122.500376,POINT (-122.500376 37.785668),7,8,4,17
2008,"Hsu, Joyce","Aluminum,  Steel",Anodized aluminum and stainless steel,International Terminal,,2008.4.a-c,Namoo House,,Anodized aluminum and stainless steel,SFO,Gate A3,BA/A,,SFO,Department Data,,,37.62207,-122.38366,POINT (-122.38366 37.62207),,,,
1898,"Perry, R. Hinton",Bronze,Bronze,Golden Gate Park,Collection of the City and County of San Francisco; Gift of Shreve & Co.,1906.1,Lion,61  x 75  x 87 in.,Bronze on Stone,Public Display,East Of De Young Museum,Hagiwara Tea Garden Drive,,District 1,Department Data,,,37.7703537,-122.4666711,POINT (-122.4666711 37.7703537),9,8,4,12
2004,"Barr, Aileen",Ceramic Tile,"Hand-carved glazed ceramic tile, thin set, grout",West Portal Playground,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the West Portal Playground,2004.13.1-3,Secret Garden,18 x 420 x 240 in.,"Hand-carved glazed ceramic tile, thin set, grout",Public Display,Clubhouse Exterior,Lenox Way between Verdun Way and Ulloa St.,,District 7,Department Data,,,37.7416039,-122.4652439,POINT (-122.4652439 37.7416039),46,10,8,41
2010,Rebar,"Recycled parking meter heads, Steel,  Paint","Recycled parking meter heads, steel and automotive paint",,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Leland Avenue Streetscape Improvement Project,2010.6,Street Life,216 x 102 x 114 in.,"Recycled parking meter heads, steel and automotive paint",Public Display,,"Leland Ave. and Bayshore Blvd., San Francisco, CA",,District 10,,,,,,,,,,
2006,"Margrill, Anita and Nagasawa, Nobuho",Steel,Stainless steel,3rd Street Light Rail,Collection of the City and County of San Francisco; Commissioned by the San Franciso Arts Commission for the Third Street Light Rail Project,2007.29,Untitled (Pole-mounted sculpture),480 x 36 x 36 in.,Stainless steel on painted steel,Public Display,3Rd St. And Le Conte Ave.,"3rd St and Le Conte Ave, San Francisco, CA 94124",,District 10,Automation,1,intersection,37.718834,-122.397479,POINT (-122.397479 37.718834),88,2,9,1
2009,"deSoto, Lewis",Cotton,cotton thread tapestry,Laguna Honda Hospital,Collection of the City and County of San Francisco,2011.14.7,1949-1958: Community Activities at Laguna Honda,,cotton thread tapestry,City Agency,Link Building Level 1,"375 Laguna Honda Blvd, San Francisco, CA 94131",,District 7,Automation,1,parcel,37.748644,-122.456145,POINT (-122.456145 37.748644),49,7,8,38
2009,Wowhaus,Bronze,Bronze,Sunnyside Conservatory,Collection of the City and County of San Francisco; Commissioned by the San Francsisco Arts Commission for the Sunnyside Conservatory,2009.7.11,Sunnyside Menagerie [glyphies],3 1/4 x 3 1/2 x 3/4 in.,Bronze on concrete,Public Display,Garden Walkways,"236 Monterey Blvd, San Francisco, CA 94131",,District 7,Automation,1,parcel,37.731861,-122.440824,POINT (-122.440824 37.731861),95,9,8,41
1971,"VandenBerge, Peter",Ceramic Tile,Glazed ceramic tile,George Christopher Playground,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for George Christopher Playground,1971.45.d,Untitled,92 x 27 x 3 1/2 in.,Glazed ceramic tile,City Agency,Clubhouse Interior,5210 Diamond Heights Blvd.,,District 8,Department Data,,,37.7434701,-122.4405504,POINT (-122.4405504 37.7434701),57,9,5,10
1994,"Donahue, Marcia",Granite,Granite,Chinatown  Woh Hei Yuen Park,Collection of the City and County of San Franisco; Commissioned by the San Francisco Arts Commission for Woh Hei Yuen Park,1999.20.d,Peach,21 x 45 x 58 in.,Granite,Public Display,Between Jackson St. And John St.,"Powell St, San Francisco, CA 94133",,District 3,Automation,1,street_center,37.796034,-122.410134,POINT (-122.410134 37.796034),16,6,3,6
2006,"Margrill, Anita and Nagasawa, Nobuho",Steel,Stainless steel,3rd Street Light Rail,Collection of the City and County of San Francisco; Commissioned by the San Franciso Arts Commission for the Third Street Light Rail Project,2007.19,Untitled (Pole-mounted sculpture),480 x 36 x 36 in.,Stainless steel on painted steel,Public Display,3Rd St. And Hudson Ave.,"3rd St and Hudson Ave, San Francisco, CA 94124",,District 10,Automation,1,intersection,37.740317,-122.388755,POINT (-122.388755 37.740317),86,2,9,1
1991,"Jurs, Shelley",Glass,Glass,SFPD   Richmond Station,Collection of the City and County of San Francisco; Commissioned by the San Francisco Art Commission for the Richmond Police Station,1991.4,Good Luck Piece,"5 panels (2 door, 3 transom)",Glass,City Agency,Front doors,461 6th Ave,,District 1,Department Data,,,37.779928,-122.464467,POINT (-122.464467 37.779928),5,8,4,11
2006,"Margrill, Anita and Nagasawa, Nobuho",Steel,Stainless steel,3rd Street Light Rail,Collection of the City and County of San Francisco; Commissioned by the San Franciso Arts Commission for the Third Street Light Rail Project,2007.18,Untitled (Pole-mounted sculpture),300 x 24 x 36 in.,Stainless steel on painted steel,Public Display,3Rd St. And Evans Ave.,"3rd St and Evans Ave, San Francisco, CA 94124",,District 10,Automation,1,intersection,37.742703,-122.387926,POINT (-122.387926 37.742703),76,2,9,1
1975,"DeFeo, Jay","plastic, Mixed Media",Synthetic polymer and mixed media,Terminal 3,Purchased by the San Francisco Art Commission for the San Francisco International Airport,1980.6,Masquerade in Black (Loop System No. 4),96  x 96 in.,Synthetic polymer and mixed media on masonite,SFO,Gate 69,BAE,,SFO,Department Data,,,37.62207,-122.38366,POINT (-122.38366 37.62207),,,,
1985,"Dvortcsak, Michael","Oil, Wax",Oil and wax,Terminal 2,Purchased by the San Francisco Art Commission for the San Francisco International Airport,1986.23,Sublimens,"87"" H X 72"" W",Oil and wax on canvas,SFO,,BA/D,,SFO,Department Data,,,37.62207,-122.38366,POINT (-122.38366 37.62207),,,,
2010,"Arcega, Michael","Steel, Aluminum, Copper, Enamel","Steel, Aluminum, Copper, with Enamel Finish",Valencia Street,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Valencia Streetscape Improvement Project,2010.4.3,Valencia Street Posts,165  x 40  x 40 in.,"Steel, Aluminum, Copper, with Enamel Finish on wood",Public Display,Between 16Th And 19Th Streets,"544 Valencia St, San Francisco, CA 94110",,District 8,Automation,1,parcel,37.764138,-122.422109,POINT (-122.422109 37.764138),37,3,5,20
2005,"Saulls, Vicki","Bronze, Zinc, Aluminum",Cold-cast bronze and zinc/aluminum,Eureka Valley Recreation Center,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commision for the Eureka Valley Recreation Center,2006.5.o,From the Heart Outwards,9 3/4 x 10 x 3 1/2 in.,Cold-cast bronze and zinc/aluminum,Public Display,Interior Lobby,"100 Collingwood St, San Francisco, CA 94114",,District 8,Automation,1,parcel,37.76048,-122.436243,POINT (-122.436243 37.76048),38,3,5,5
1994,"Dwyer, Gary",Stone,"Fabricated stone, Mission District Resident Stories",SFPD   Mission Station,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Mission Police Station,1994.18.1-3,Seven Dancing Stones and Seven Dancing Stars,Dimensions variable,"Fabricated stone, Mission District resident stories, lighting",City Agency,Lobby,630 Valencia Street,,District 8,Department Data,,,37.762849,-122.422005,POINT (-122.422005 37.762849),37,3,5,20
1985,"Neri, Manuel",Marble,Marble,Terminal 1,Purchased by the San Francisco Art Commission for the San Francisco International Airport,1986.58,Mujer Pagada No.4,"69 3/4"" H X 22 3/4"" W X 10 1/2"" D",Marble,SFO,Departures Gate 46,BA/C,,SFO,Department Data,,,37.62207,-122.38366,POINT (-122.38366 37.62207),,,,
1995,"Heavenston, Martha","Ceramic Tile, Paint",Ceramic tile and paint,Tenderloin Recreation Center,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Tenderloin Children's Recreation Center,1995.8.1-2,Dancing in the Sea of Milk; African King with Animal Power,"74"" x 62 1/2"" x 31"" ; 68"" x 61"" x 32""",Ceramic tile and paint on concrete form,Public Display,Playground,"570 Ellis St, San Francisco, CA 94109",,District 6,Automation,1,parcel,37.784672,-122.415597,POINT (-122.415597 37.784672),20,5,10,36
2008,Daub Firmin Hendrickson,Bronze,Bronze,City Hall,Collection of the City and County of San Francisco; Gift to the City of San Francisco from the Harvey Milk City Hall Memorial Committee,2008.6.c,Harvey Milk [relief],8 x 16 3/4 x 3/8 in.,Bronze,Public Display,"2nd floor, Supervisor's Rotunda","1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",,District 6,Automation,1,parcel,37.779324,-122.418817,POINT (-122.418817 37.779324),21,4,10,36
2002,"Beery, Jonathan",Bronze,Bronze,Moscone Recreation Center,Collection of the City and County of San Francisco; Gift from the Friends of Moscone Park and Recreation Center,2002.8,Leatherback Sea Turtle,20  x 65  x 60 in.,Bronze,Public Display,West Playground,Laguna and Bay Streets,,District 2,Department Data,,,37.8021249,-122.4331353,POINT (-122.4331353 37.8021249),17,4,6,13
1934,"Oldfield, Otis",Oil,Oil,Coit Tower,Collection of the City and County of San Francisco; Commissioned by the Public Works of Art Project for Coit Tower,1934.19.a,Seabirds (Seagulls),108 x 54 in.,Oil on canvas,Public Display,Elevator Lobby,"1 Telegraph Hill Blvd, San Francisco, CA 94133",,District 3,Automation,1,parcel,37.802312,-122.405884,POINT (-122.405884 37.802312),18,6,3,23
1998,"Preston, Ann",Zinc,Zinc,Civic Center Courthouse,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Civic Center Courthouse,1998.11.c,Panel,72 x 60 x 3/4 in.,Zinc,Public Display,4Th Floor Waiting Area,"400 McAllister St, San Francisco, CA 94102",,District 6,Automation,1,parcel,37.780413,-122.418795,POINT (-122.418795 37.780413),21,4,10,36
1906,"Cummings, M. Earl",Bronze,Bronze,Golden Gate Park,Collection of the City and County of San Francisco; Gift of the Scots of San Francisco,1908.1,Robert Burns (1759-1796),218  x 204  x 127 in.,Bronze on granite,Public Display,Near 8Th Avenue,John F. Kennedy Drive,,District 1,Department Data,,,37.76904,-122.4835193,POINT (-122.4835193 37.76904),9,8,4,12
2002,Jon Rubin and Harrell Fletcher,Paint,Paint,North Beach Garage,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the North Beach Parking Garage,2002.2.2,Stenciled Fortunes,,Paint on concrete floor,Public Display,"Interior Concrete Floor, All Levels","735 Vallejo St, San Francisco, CA 94133",,District 3,Automation,1,parcel,37.798376,-122.409541,POINT (-122.409541 37.798376),106,6,3,6
2006,"Margrill, Anita and Nagasawa, Nobuho",Steel,Painted steel,3rd Street Light Rail,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Third Street Light Rail Project,2007.6.1,Untitled (Pole-mounted sculpture),300 x 36 x 36 in.,Painted steel,Public Display,3Rd And Mission Rock St.,"3rd St and Mission Rock St, San Francisco, CA 94158",,District 6,Automation,0.81,intersection,37.77293,-122.389717,POINT (-122.389717 37.77293),34,1,10,4
2009,Wowhaus,Bronze,Bronze,Sunnyside Conservatory,Collection of the City and County of San Francisco; Commissioned by the San Francsisco Arts Commission for the Sunnyside Conservatory,2009.7.19,Sunnyside Menagerie [glyphies],3 1/4 x 3 1/2 x 3/4 in.,Bronze on concrete,Public Display,Garden Walkways,"236 Monterey Blvd, San Francisco, CA 94131",,District 7,Automation,1,parcel,37.731861,-122.440824,POINT (-122.440824 37.731861),95,9,8,41
,"Johanson, Patricia","Concrete, Mortar",Concrete and air blown mortar,Sunnydale Pump Station,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Sunnydale Pump Station,1988.45,Endangered Garden,approximately 1500 feet long,Concrete and air blown mortar,Public Display,Candlestick Cove,"1 Harney Way, Brisbane, CA, San Francisco, CA",,Brisbane,,,,,,,,,,
1995,"Hollis, Douglas","Ceramic, Glass, Steel","Ceramic, glass, steel",Sherriff's Facility,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Sheriff's Facility,1995.14,Untitled,,"Ceramic, glass, steel",City Agency,Exterior and Roof,"425 7th St, San Francisco, CA 94103",,District 6,Automation,1,range_interpolation,37.77499,-122.405441,POINT (-122.405441 37.77499),32,1,10,34
2002,"Acconci, Vito",Mixed medium,Mixed medium,International Terminal,Commission for the San Francisco International Airport by the San Francisco Arts Commission,2002.7,Light Beams for the Sky of Transfer Cooridor,,Mixed medium,SFO,,Transfer Corridor,,SFO,Department Data,,,37.62207,-122.38366,POINT (-122.38366 37.62207),,,,
2008,"Johnson, Amana","Basaltic Clay, Concrete, Glass, Travertine, Marble","Basaltic clay, concrete, glass, travertine, marble tile",Joseph Lee Recreation Center,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Joseph Lee Recreation Center,2013.3.b,Time to Dream (bench),18 x 70 x 70 in.,"Basaltic clay, concrete, glass, travertine, marble tile",Public Display,Front Lawn,"1395 Mendell St, San Francisco, CA 94124",,District 10,Automation,1,parcel,37.734944,-122.389792,POINT (-122.389792 37.734944),86,2,9,1
1982,"Potts, Don","Wood, Glass","Maple, basswood, plexiglass",City Hall,Collection of the City and County of San Francisco; Purchased by the San Francisco Arts Commission for the San Francisco International Airport.,1985.40.2,"San Francisco Victorian, Italianate Style",41  x 38  x 26 in.,"Maple, basswood, plexiglass on wood",Public Display,South Light Court,1 Dr. Carlton B. Goodlet Pl.,,District 6,Department Data,,,37.62207,-122.38366,POINT (-122.38366 37.62207),,,,
1996,"Yung, Rene","Glass, Lighting",Plexiglass and lighting,Chinatown Library,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Chinatown Branch of the San Francisco Public Library,1996.7.c,lamp (Points of Arrival),15 x 23 x 8 in.,Plexiglass and lighting,Public Display,Reading Room,1135 Powell St.,,District 3,Department Data,,,37.795222,-122.409839,POINT (-122.409839 37.795222),16,6,3,6
1989,"Heavenston, Martha","ceramic tile, Cement, plastic mixture, polyurethane Foam, plastic","ceramic tile, cement, plastic mixture, polyurethane foam, and fiberglass cloth",Gene Friend Recreation Center,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Gene Friend Recreation Center,1989.25.f,A World View [cactus],42 x 23 x 23 in.,"ceramic tile, cement, plastic mixture, polyurethane foam, and fiberglass cloth on concrete",Public Display,Playground,"270 6th St, San Francisco, CA 94103",,District 6,Automation,1,range_interpolation,37.778565,-122.406,POINT (-122.406 37.778565),32,1,10,34
2005,Wang Po Shu,"Steel, mirror, Glass","Stainless steel, mirror and glass lenses",Octavia Blvd.,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Octavia Boulevard Streetscape Project,2007.32.6,Ghinlon/Transcope,47 1/2 x 28 x 7 1/2 in.,"Stainless steel, mirror and glass lenses",Public Display,Page St. Nw Corner,"Page St, San Francisco, CA 94117",,District 5,Automation,1,street_center,37.77227,-122.435196,POINT (-122.435196 37.77227),26,4,11,3
2015,"Nagase, Masayuki",Granite,Granite,San Francisco General Hospital,Collection of the City and County of San Francisco,2016.11.a.1,Breath Between Sky and Ocean [Seating],20 x 38 x 31 in.,Granite,City Agency,Acute Care Unit Roof Garden,1001 Portrero Avenue,,District 10,Department Data,,,37.755652,-122.4053538,POINT (-122.4053538 37.755652),54,3,9,20
,Anonymous,Bronze,Bronze,San Francisco General Hospital,Gift of the Chinese Cultural Center to the San Francisco General Hospital and the Art Commission,1984.24,Untitled (Junk Boat),"30"" H X 14"" W X 30"" D",Bronze,City Agency,Main Building Seventh Floor Courtyard,"1001 Portrero Avenue, San Francisco, CA",,District 10,,,,,,,,,,
1997,"Riley, Cheryl","Concrete, Crystals,  Minerals","Custom pre-cast concrete with integral color, crystals and minerals",SFPD   Bayview Station,Collection of the City and County of San Francisco; Commissioned by the San Francsisco Arts Commission for the Bayview Police Station,1997.4.1,Granary Bobo Bench,"11' 6"" H X 66"" (dia)","Custom pre-cast concrete with integral color, crystals and minerals",City Agency,Entrance Lobby,"201 Williams Ave, San Francisco, CA 94124",,District 10,Automation,1,parcel,37.729803,-122.39788,POINT (-122.39788 37.729803),86,2,9,1
